timestamp,device_timestamp_ms,knee_angle_deg
2026-05-12 03:03:35.356734+00:00,1349,-16.581385
2026-05-12 03:03:35.468734+00:00,1461,-15.176612
2026-05-12 03:03:35.495734+00:00,1488,-15.665375
2026-05-12 03:03:35.528734+00:00,1521,-15.812665
2026-05-12 03:03:35.555734+00:00,1548,-16.472467
2026-05-12 03:03:35.632734+00:00,1625,-14.243591
2026-05-12 03:03:35.657734+00:00,1650,-15.033872
2026-05-12 03:03:35.707734+00:00,1700,-15.168463
2026-05-12 03:03:35.734734+00:00,1727,-12.650221
2026-05-12 03:03:35.834734+00:00,1827,-14.824443
2026-05-12 03:03:35.859734+00:00,1852,-13.804538
2026-05-12 03:03:35.946734+00:00,1939,-15.075237
2026-05-12 03:03:35.966734+00:00,1959,-15.941825
2026-05-12 03:03:35.992734+00:00,1985,-16.919487
2026-05-12 03:03:36.017734+00:00,2010,-15.104112
2026-05-12 03:03:36.067734+00:00,2060,-19.141163
2026-05-12 03:03:36.091734+00:00,2084,-15.050822
2026-05-12 03:03:36.158734+00:00,2151,-14.983179
2026-05-12 03:03:36.197734+00:00,2190,-15.719557
2026-05-12 03:03:36.224734+00:00,2217,-15.541455
2026-05-12 03:03:36.248734+00:00,2241,-17.151114
2026-05-12 03:03:36.270734+00:00,2263,-13.477105
2026-05-12 03:03:36.292734+00:00,2285,-15.8734
2026-05-12 03:03:36.315734+00:00,2308,-16.754494
2026-05-12 03:03:36.369734+00:00,2362,-14.636772
2026-05-12 03:03:36.428734+00:00,2421,-15.235013
2026-05-12 03:03:36.447734+00:00,2440,-15.88208
2026-05-12 03:03:36.467734+00:00,2460,-16.020239
2026-05-12 03:03:36.497734+00:00,2490,-15.3514385
2026-05-12 03:03:36.549734+00:00,2542,-13.42703
2026-05-12 03:03:36.568734+00:00,2561,-14.63887
2026-05-12 03:03:36.649734+00:00,2642,-15.433052
2026-05-12 03:03:36.668734+00:00,2661,-14.204988
2026-05-12 03:03:36.717734+00:00,2710,-15.419338
2026-05-12 03:03:36.740734+00:00,2733,-14.966827
2026-05-12 03:03:36.771734+00:00,2764,-15.264487
2026-05-12 03:03:36.798734+00:00,2791,-14.500697
2026-05-12 03:03:36.898734+00:00,2891,-15.818535
2026-05-12 03:03:36.920734+00:00,2913,-17.271004
2026-05-12 03:03:36.947734+00:00,2940,-15.020304
2026-05-12 03:03:36.970734+00:00,2963,-14.732576
2026-05-12 03:03:36.996734+00:00,2989,-18.89862
2026-05-12 03:03:37.038734+00:00,3031,-17.652145
2026-05-12 03:03:37.058734+00:00,3051,-19.055761
2026-05-12 03:03:37.104734+00:00,3097,-17.86482
2026-05-12 03:03:37.127734+00:00,3120,-19.381332
2026-05-12 03:03:37.157734+00:00,3150,-15.897807
2026-05-12 03:03:37.177734+00:00,3170,-21.72226
2026-05-12 03:03:37.198734+00:00,3191,-19.901392
2026-05-12 03:03:37.229734+00:00,3222,-20.518303
2026-05-12 03:03:37.248734+00:00,3241,-22.693983
2026-05-12 03:03:37.271734+00:00,3264,-23.924229
2026-05-12 03:03:37.316734+00:00,3309,-24.600607
2026-05-12 03:03:37.340734+00:00,3333,-24.945242
2026-05-12 03:03:37.367734+00:00,3360,-23.484016
2026-05-12 03:03:37.397734+00:00,3390,-26.305782
2026-05-12 03:03:37.439734+00:00,3432,-25.060907
2026-05-12 03:03:37.512734+00:00,3505,-24.973742
2026-05-12 03:03:37.541734+00:00,3534,-26.559383
2026-05-12 03:03:37.558734+00:00,3551,-22.484104
2026-05-12 03:03:37.586734+00:00,3579,-21.700457
2026-05-12 03:03:37.638734+00:00,3631,-23.523891
2026-05-12 03:03:37.676734+00:00,3669,-20.175503
2026-05-12 03:03:37.697734+00:00,3690,-23.176971
2026-05-12 03:03:37.760734+00:00,3753,-19.493872
2026-05-12 03:03:37.782734+00:00,3775,-18.898247
2026-05-12 03:03:37.830734+00:00,3823,-17.492191
2026-05-12 03:03:37.851734+00:00,3844,-16.465284
2026-05-12 03:03:37.911734+00:00,3904,-14.816427
2026-05-12 03:03:38.122734+00:00,4115,-14.400787
2026-05-12 03:03:38.249734+00:00,4242,-12.968702
2026-05-12 03:03:38.300734+00:00,4293,-9.635332
2026-05-12 03:03:38.363734+00:00,4356,-11.331327
2026-05-12 03:03:38.428734+00:00,4421,-5.9651165
2026-05-12 03:03:38.490734+00:00,4483,-9.4786825
2026-05-12 03:03:38.523734+00:00,4516,-7.64576
2026-05-12 03:03:38.570734+00:00,4563,-6.019704
2026-05-12 03:03:38.637734+00:00,4630,-6.6719713
2026-05-12 03:03:38.844734+00:00,4837,-3.2563856
2026-05-12 03:03:38.900734+00:00,4893,-3.8738816
2026-05-12 03:03:39.119734+00:00,5112,-4.9909997
2026-05-12 03:03:39.209734+00:00,5202,-6.194401
2026-05-12 03:03:39.422734+00:00,5415,-16.979404
2026-05-12 03:03:39.448734+00:00,5441,-18.531008
2026-05-12 03:03:39.536734+00:00,5529,-22.625452
2026-05-12 03:03:39.579734+00:00,5572,-24.460588
2026-05-12 03:03:39.609734+00:00,5602,-27.079178
2026-05-12 03:03:39.693734+00:00,5686,-30.114334
2026-05-12 03:03:39.778734+00:00,5771,-37.509964
2026-05-12 03:03:39.807734+00:00,5800,-37.042778
2026-05-12 03:03:39.829734+00:00,5822,-39.578564
2026-05-12 03:03:39.852734+00:00,5845,-42.37989
2026-05-12 03:03:39.969734+00:00,5962,-46.040894
2026-05-12 03:03:39.992734+00:00,5985,-43.73631
2026-05-12 03:03:40.077734+00:00,6070,-49.846703
2026-05-12 03:03:40.098734+00:00,6091,-48.9353
2026-05-12 03:03:40.199734+00:00,6192,-48.59364
2026-05-12 03:03:40.238734+00:00,6231,-49.785187
2026-05-12 03:03:40.304734+00:00,6297,-51.21491
2026-05-12 03:03:40.322734+00:00,6315,-51.1084
2026-05-12 03:03:40.383734+00:00,6376,-46.539383
2026-05-12 03:03:40.427734+00:00,6420,-49.21103
2026-05-12 03:03:40.570734+00:00,6563,-45.3967
2026-05-12 03:03:40.625734+00:00,6618,-42.353058
2026-05-12 03:03:40.679734+00:00,6672,-37.228386
2026-05-12 03:03:40.867734+00:00,6860,-21.617804
2026-05-12 03:03:40.896734+00:00,6889,-22.179873
2026-05-12 03:03:40.915734+00:00,6908,-18.488426
2026-05-12 03:03:40.938734+00:00,6931,-15.572513
2026-05-12 03:03:41.231734+00:00,7224,-14.088196
2026-05-12 03:03:41.252734+00:00,7245,-14.362338
2026-05-12 03:03:41.275734+00:00,7268,-12.897553
2026-05-12 03:03:41.331734+00:00,7324,-5.6894813
2026-05-12 03:03:41.359734+00:00,7352,-4.5435615
2026-05-12 03:03:41.522734+00:00,7515,2.534101
2026-05-12 03:03:41.551734+00:00,7544,5.0556974
2026-05-12 03:03:41.625734+00:00,7618,7.6991677
2026-05-12 03:03:41.671734+00:00,7664,10.784715
2026-05-12 03:03:41.810734+00:00,7803,15.322864
2026-05-12 03:03:41.830734+00:00,7823,18.018429
2026-05-12 03:03:41.878734+00:00,7871,27.141851
2026-05-12 03:03:41.999734+00:00,7992,27.813076
2026-05-12 03:03:42.351734+00:00,8344,32.637398
2026-05-12 03:03:42.378734+00:00,8371,36.5262
2026-05-12 03:03:42.429734+00:00,8422,43.561287
2026-05-12 03:03:42.451734+00:00,8444,45.30666
2026-05-12 03:03:42.511734+00:00,8504,49.236206
2026-05-12 03:03:42.571734+00:00,8564,52.153374
2026-05-12 03:03:42.593734+00:00,8586,52.83621
2026-05-12 03:03:42.624734+00:00,8617,54.812958
2026-05-12 03:03:42.709734+00:00,8702,57.928753
2026-05-12 03:03:42.772734+00:00,8765,58.50578
2026-05-12 03:03:42.900734+00:00,8893,65.555626
2026-05-12 03:03:42.923734+00:00,8916,65.11464
2026-05-12 03:03:42.950734+00:00,8943,65.68914
2026-05-12 03:03:42.989734+00:00,8982,64.328636
2026-05-12 03:03:43.027734+00:00,9020,67.80318
2026-05-12 03:03:43.060734+00:00,9053,65.546425
2026-05-12 03:03:43.079734+00:00,9072,65.02318
2026-05-12 03:03:43.119734+00:00,9112,65.5992
2026-05-12 03:03:43.149734+00:00,9142,68.81202
2026-05-12 03:03:43.168734+00:00,9161,65.266525
2026-05-12 03:03:43.188734+00:00,9181,65.91669
2026-05-12 03:03:43.226734+00:00,9219,71.10778
2026-05-12 03:03:43.247734+00:00,9240,68.45857
2026-05-12 03:03:43.268734+00:00,9261,66.18353
2026-05-12 03:03:43.306734+00:00,9299,65.73217
2026-05-12 03:03:43.326734+00:00,9319,64.92466
2026-05-12 03:03:43.367734+00:00,9360,67.35961
2026-05-12 03:03:43.389734+00:00,9382,68.20124
2026-05-12 03:03:43.456734+00:00,9449,69.114716
2026-05-12 03:03:43.490734+00:00,9483,64.27647
2026-05-12 03:03:43.518734+00:00,9511,64.97124
2026-05-12 03:03:43.565734+00:00,9558,66.37679
2026-05-12 03:03:43.587734+00:00,9580,70.27272
2026-05-12 03:03:43.608734+00:00,9601,67.48776
2026-05-12 03:03:43.630734+00:00,9623,66.656944
2026-05-12 03:03:43.673734+00:00,9666,64.24778
2026-05-12 03:03:43.700734+00:00,9693,62.941498
2026-05-12 03:03:43.737734+00:00,9730,65.8978
2026-05-12 03:03:43.760734+00:00,9753,65.71595
2026-05-12 03:03:43.800734+00:00,9793,65.54992
2026-05-12 03:03:43.827734+00:00,9820,65.478004
2026-05-12 03:03:43.851734+00:00,9844,65.05825
2026-05-12 03:03:43.868734+00:00,9861,64.83575
2026-05-12 03:03:43.917734+00:00,9910,68.36328
2026-05-12 03:03:43.936734+00:00,9929,65.32396
2026-05-12 03:03:44.019734+00:00,10012,66.43081
2026-05-12 03:03:44.039734+00:00,10032,66.88254
2026-05-12 03:03:44.057734+00:00,10050,68.0307
2026-05-12 03:03:44.109734+00:00,10102,66.12983
2026-05-12 03:03:44.147734+00:00,10140,68.8259
2026-05-12 03:03:44.169734+00:00,10162,66.856995
2026-05-12 03:03:44.194734+00:00,10187,67.636925
2026-05-12 03:03:44.220734+00:00,10213,70.34948
2026-05-12 03:03:44.241734+00:00,10234,66.91598
2026-05-12 03:03:44.513734+00:00,10506,69.39489
2026-05-12 03:03:44.533734+00:00,10526,68.59058
2026-05-12 03:03:44.557734+00:00,10550,66.30105
2026-05-12 03:03:44.580734+00:00,10573,63.993603
2026-05-12 03:03:44.617734+00:00,10610,65.15699
2026-05-12 03:03:44.648734+00:00,10641,60.073357
2026-05-12 03:03:44.668734+00:00,10661,58.435608
2026-05-12 03:03:44.694734+00:00,10687,55.67351
2026-05-12 03:03:44.718734+00:00,10711,54.537155
2026-05-12 03:03:44.752734+00:00,10745,53.81268
2026-05-12 03:03:44.771734+00:00,10764,50.411457
2026-05-12 03:03:44.806734+00:00,10799,46.155224
2026-05-12 03:03:44.842734+00:00,10835,48.081036
2026-05-12 03:03:44.872734+00:00,10865,44.309372
2026-05-12 03:03:44.893734+00:00,10886,45.43188
2026-05-12 03:03:44.947734+00:00,10940,41.344646
2026-05-12 03:03:44.968734+00:00,10961,41.35689
2026-05-12 03:03:44.990734+00:00,10983,37.388187
2026-05-12 03:03:45.009734+00:00,11002,36.749657
2026-05-12 03:03:45.118734+00:00,11111,32.498997
2026-05-12 03:03:45.140734+00:00,11133,29.764326
2026-05-12 03:03:45.176734+00:00,11169,32.31168
2026-05-12 03:03:45.194734+00:00,11187,27.4993
2026-05-12 03:03:45.238734+00:00,11231,29.159355
2026-05-12 03:03:45.258734+00:00,11251,27.25812
2026-05-12 03:03:45.287734+00:00,11280,25.353128
2026-05-12 03:03:45.307734+00:00,11300,25.147768
2026-05-12 03:03:45.377734+00:00,11370,22.169674
2026-05-12 03:03:45.401734+00:00,11394,20.290634
2026-05-12 03:03:45.477734+00:00,11470,18.423542
2026-05-12 03:03:45.505734+00:00,11498,18.06778
2026-05-12 03:03:45.528734+00:00,11521,14.827603
2026-05-12 03:03:45.580734+00:00,11573,14.60806
2026-05-12 03:03:46.052734+00:00,12045,8.059332
2026-05-12 03:03:46.295734+00:00,12288,7.937728
2026-05-12 03:03:46.331734+00:00,12324,9.97089
2026-05-12 03:03:46.357734+00:00,12350,6.768657
2026-05-12 03:03:46.387734+00:00,12380,4.6100335
2026-05-12 03:03:46.413734+00:00,12406,4.491037
2026-05-12 03:03:46.439734+00:00,12432,3.0899885
2026-05-12 03:03:46.469734+00:00,12462,1.6084322
2026-05-12 03:03:46.488734+00:00,12481,0.22282343
2026-05-12 03:03:46.507734+00:00,12500,-0.575452
2026-05-12 03:03:46.549734+00:00,12542,2.8120537
2026-05-12 03:03:46.602734+00:00,12595,1.005747
2026-05-12 03:03:46.627734+00:00,12620,2.6660917
2026-05-12 03:03:46.650734+00:00,12643,0.4469289
2026-05-12 03:03:46.669734+00:00,12662,1.3049266
2026-05-12 03:03:46.689734+00:00,12682,0.44100115
2026-05-12 03:03:46.732734+00:00,12725,0.37865648
2026-05-12 03:03:46.758734+00:00,12751,0.22109982
2026-05-12 03:03:46.876734+00:00,12869,-0.86659116
2026-05-12 03:03:46.895734+00:00,12888,-2.2561393
2026-05-12 03:03:46.916734+00:00,12909,0.20308368
2026-05-12 03:03:46.937734+00:00,12930,0.91807353
2026-05-12 03:03:47.040734+00:00,13033,-1.0873805
2026-05-12 03:03:47.067734+00:00,13060,-4.4304266
2026-05-12 03:03:47.166734+00:00,13159,-5.2622595
2026-05-12 03:03:47.206734+00:00,13199,-5.3402224
2026-05-12 03:03:47.228734+00:00,13221,-5.463577
2026-05-12 03:03:47.251734+00:00,13244,-6.3808484
2026-05-12 03:03:47.270734+00:00,13263,-8.797555
2026-05-12 03:03:47.296734+00:00,13289,-10.474888
2026-05-12 03:03:47.411734+00:00,13404,-10.276214
2026-05-12 03:03:47.429734+00:00,13422,-15.152349
2026-05-12 03:03:47.452734+00:00,13445,-10.212228
2026-05-12 03:03:47.471734+00:00,13464,-11.190263
2026-05-12 03:03:47.528734+00:00,13521,-8.295996
2026-05-12 03:03:47.557734+00:00,13550,-7.5205317
2026-05-12 03:03:47.590734+00:00,13583,-7.0272818
2026-05-12 03:03:47.620734+00:00,13613,-8.697474
2026-05-12 03:03:47.656734+00:00,13649,-9.657736
2026-05-12 03:03:47.680734+00:00,13673,-9.538667
2026-05-12 03:03:47.767734+00:00,13760,-10.117533
2026-05-12 03:03:47.784734+00:00,13777,-13.341187
2026-05-12 03:03:47.808734+00:00,13801,-9.59444
2026-05-12 03:03:47.828734+00:00,13821,-12.481231
2026-05-12 03:03:47.874734+00:00,13867,-12.127513
2026-05-12 03:03:47.898734+00:00,13891,-15.644446
2026-05-12 03:03:47.948734+00:00,13941,-14.991636
2026-05-12 03:03:47.971734+00:00,13964,-16.585896
2026-05-12 03:03:47.993734+00:00,13986,-12.705081
2026-05-12 03:03:48.018734+00:00,14011,-14.508262
2026-05-12 03:03:48.075734+00:00,14068,-13.718587
2026-05-12 03:03:48.098734+00:00,14091,-14.510422
2026-05-12 03:03:48.120734+00:00,14113,-14.015502
2026-05-12 03:03:48.147734+00:00,14140,-15.190464
2026-05-12 03:03:48.187734+00:00,14180,-15.079142
2026-05-12 03:03:48.210734+00:00,14203,-14.945678
2026-05-12 03:03:48.231734+00:00,14224,-14.252726
2026-05-12 03:03:48.258734+00:00,14251,-14.183907
2026-05-12 03:03:48.380734+00:00,14373,-11.156923
2026-05-12 03:03:48.408734+00:00,14401,-13.046697
2026-05-12 03:03:48.451734+00:00,14444,-18.330927
2026-05-12 03:03:48.479734+00:00,14472,-16.733793
2026-05-12 03:03:48.521734+00:00,14514,-17.955616
2026-05-12 03:03:48.622734+00:00,14615,-16.4632
2026-05-12 03:03:48.779734+00:00,14772,-20.46624
2026-05-12 03:03:48.801734+00:00,14794,-21.44836
2026-05-12 03:03:48.821734+00:00,14814,-28.361057
2026-05-12 03:03:48.970734+00:00,14963,-39.31021
2026-05-12 03:03:48.997734+00:00,14990,-36.395733
2026-05-12 03:03:49.016734+00:00,15009,-41.08713
2026-05-12 03:03:49.036734+00:00,15029,-44.184834
2026-05-12 03:03:49.089734+00:00,15082,-45.362877
2026-05-12 03:03:49.119734+00:00,15112,-48.448727
2026-05-12 03:03:49.147734+00:00,15140,-48.63848
2026-05-12 03:03:49.169734+00:00,15162,-51.382248
2026-05-12 03:03:49.189734+00:00,15182,-51.460537
2026-05-12 03:03:49.211734+00:00,15204,-51.860638
2026-05-12 03:03:49.268734+00:00,15261,-51.658344
2026-05-12 03:03:49.332734+00:00,15325,-54.160545
2026-05-12 03:03:49.359734+00:00,15352,-54.633873
2026-05-12 03:03:49.380734+00:00,15373,-56.17243
2026-05-12 03:03:49.448734+00:00,15441,-56.012024
2026-05-12 03:03:49.468734+00:00,15461,-58.758198
2026-05-12 03:03:49.493734+00:00,15486,-58.87217
2026-05-12 03:03:49.518734+00:00,15511,-57.503525
2026-05-12 03:03:49.568734+00:00,15561,-58.65557
2026-05-12 03:03:49.589734+00:00,15582,-58.282585
2026-05-12 03:03:49.612734+00:00,15605,-58.43607
2026-05-12 03:03:49.636734+00:00,15629,-56.361465
2026-05-12 03:03:49.679734+00:00,15672,-55.897385
2026-05-12 03:03:49.701734+00:00,15694,-58.3132
2026-05-12 03:03:49.751734+00:00,15744,-59.144466
2026-05-12 03:03:49.776734+00:00,15769,-57.200474
2026-05-12 03:03:49.799734+00:00,15792,-56.92773
2026-05-12 03:03:49.827734+00:00,15820,-53.944584
2026-05-12 03:03:49.851734+00:00,15844,-53.058044
2026-05-12 03:03:49.876734+00:00,15869,-55.02663
2026-05-12 03:03:49.929734+00:00,15922,-53.05403
2026-05-12 03:03:49.950734+00:00,15943,-53.32473
2026-05-12 03:03:49.990734+00:00,15983,-49.4702
2026-05-12 03:03:50.018734+00:00,16011,-48.657814
2026-05-12 03:03:50.047734+00:00,16040,-46.47824
2026-05-12 03:03:50.067734+00:00,16060,-45.914433
2026-05-12 03:03:50.109734+00:00,16102,-44.67409
2026-05-12 03:03:50.204734+00:00,16197,-45.887264
2026-05-12 03:03:50.581734+00:00,16574,-42.976936
2026-05-12 03:03:50.630734+00:00,16623,-38.49469
2026-05-12 03:03:50.673734+00:00,16666,-34.36229
2026-05-12 03:03:50.701734+00:00,16694,-28.93738
2026-05-12 03:03:50.743734+00:00,16736,-18.452644
2026-05-12 03:03:50.770734+00:00,16763,-13.4688835
2026-05-12 03:03:50.791734+00:00,16784,-5.106617
2026-05-12 03:03:50.815734+00:00,16808,-0.7643963
2026-05-12 03:03:50.831734+00:00,16824,4.002224
2026-05-12 03:03:50.947734+00:00,16940,25.803724
2026-05-12 03:03:50.968734+00:00,16961,24.983723
2026-05-12 03:03:50.994734+00:00,16987,31.772215
2026-05-12 03:03:51.056734+00:00,17049,36.369343
2026-05-12 03:03:51.080734+00:00,17073,39.89829
2026-05-12 03:03:51.168734+00:00,17161,47.962494
2026-05-12 03:03:51.188734+00:00,17181,48.931778
2026-05-12 03:03:51.235734+00:00,17228,51.641853
2026-05-12 03:03:51.259734+00:00,17252,53.754288
2026-05-12 03:03:51.310734+00:00,17303,55.68256
2026-05-12 03:03:51.338734+00:00,17331,61.07161
2026-05-12 03:03:51.360734+00:00,17353,58.771526
2026-05-12 03:03:51.381734+00:00,17374,62.112823
2026-05-12 03:03:51.428734+00:00,17421,63.62886
2026-05-12 03:03:51.457734+00:00,17450,63.323116
2026-05-12 03:03:51.475734+00:00,17468,63.07546
2026-05-12 03:03:51.498734+00:00,17491,63.76485
2026-05-12 03:03:51.547734+00:00,17540,64.33226
2026-05-12 03:03:51.572734+00:00,17565,63.51827
2026-05-12 03:03:51.600734+00:00,17593,60.799286
2026-05-12 03:03:51.622734+00:00,17615,59.85015
2026-05-12 03:03:51.668734+00:00,17661,63.102154
2026-05-12 03:03:51.690734+00:00,17683,56.584404
2026-05-12 03:03:51.709734+00:00,17702,59.781933
2026-05-12 03:03:51.731734+00:00,17724,58.450768
2026-05-12 03:03:51.788734+00:00,17781,57.27738
2026-05-12 03:03:51.810734+00:00,17803,54.642418
2026-05-12 03:03:51.832734+00:00,17825,55.906055
2026-05-12 03:03:51.857734+00:00,17850,54.7487
2026-05-12 03:03:51.901734+00:00,17894,56.534645
2026-05-12 03:03:51.933734+00:00,17926,52.023613
2026-05-12 03:03:51.961734+00:00,17954,52.76797
2026-05-12 03:03:52.008734+00:00,18001,46.93042
2026-05-12 03:03:52.036734+00:00,18029,49.53583
2026-05-12 03:03:52.060734+00:00,18053,47.61557
2026-05-12 03:03:52.202734+00:00,18195,44.136402
2026-05-12 03:03:52.228734+00:00,18221,43.622578
2026-05-12 03:03:52.251734+00:00,18244,45.166462
2026-05-12 03:03:52.268734+00:00,18261,42.83087
2026-05-12 03:03:52.313734+00:00,18306,41.058887
2026-05-12 03:03:52.337734+00:00,18330,41.278046
2026-05-12 03:03:52.379734+00:00,18372,43.77118
2026-05-12 03:03:52.400734+00:00,18393,43.640106
2026-05-12 03:03:52.429734+00:00,18422,41.540802
2026-05-12 03:03:52.450734+00:00,18443,45.105526
2026-05-12 03:03:52.491734+00:00,18484,44.50516
2026-05-12 03:03:52.512734+00:00,18505,47.509857
2026-05-12 03:03:52.551734+00:00,18544,47.95835
2026-05-12 03:03:52.570734+00:00,18563,49.92561
2026-05-12 03:03:52.618734+00:00,18611,52.277534
2026-05-12 03:03:52.656734+00:00,18649,56.573364
2026-05-12 03:03:52.676734+00:00,18669,56.574287
2026-05-12 03:03:52.699734+00:00,18692,59.18874
2026-05-12 03:03:52.729734+00:00,18722,62.889015
2026-05-12 03:03:52.750734+00:00,18743,60.284397
2026-05-12 03:03:52.789734+00:00,18782,64.45946
2026-05-12 03:03:52.815734+00:00,18808,62.20196
2026-05-12 03:03:52.870734+00:00,18863,65.94274
2026-05-12 03:03:52.890734+00:00,18883,63.32207
2026-05-12 03:03:52.908734+00:00,18901,64.39831
2026-05-12 03:03:52.930734+00:00,18923,65.01852
2026-05-12 03:03:52.976734+00:00,18969,64.55343
2026-05-12 03:03:52.997734+00:00,18990,61.30135
2026-05-12 03:03:53.100734+00:00,19093,57.393898
2026-05-12 03:03:53.120734+00:00,19113,58.40714
2026-05-12 03:03:53.179734+00:00,19172,55.76727
2026-05-12 03:03:53.199734+00:00,19192,52.86127
2026-05-12 03:03:53.219734+00:00,19212,53.300423
2026-05-12 03:03:53.246734+00:00,19239,51.62786
2026-05-12 03:03:53.289734+00:00,19282,50.272186
2026-05-12 03:03:53.309734+00:00,19302,49.10596
2026-05-12 03:03:53.330734+00:00,19323,47.459656
2026-05-12 03:03:53.357734+00:00,19350,44.011658
2026-05-12 03:03:53.537734+00:00,19530,33.193535
2026-05-12 03:03:53.565734+00:00,19558,33.52498
2026-05-12 03:03:53.588734+00:00,19581,30.08038
2026-05-12 03:03:53.609734+00:00,19602,29.006962
2026-05-12 03:03:53.631734+00:00,19624,26.141912
2026-05-12 03:03:53.657734+00:00,19650,27.005003
2026-05-12 03:03:53.698734+00:00,19691,25.37271
2026-05-12 03:03:53.721734+00:00,19714,21.189816
2026-05-12 03:03:53.770734+00:00,19763,20.736269
2026-05-12 03:03:53.789734+00:00,19782,19.474714
2026-05-12 03:03:53.814734+00:00,19807,21.849648
2026-05-12 03:03:53.840734+00:00,19833,17.377884
2026-05-12 03:03:53.897734+00:00,19890,18.673386
2026-05-12 03:03:53.921734+00:00,19914,19.11848
2026-05-12 03:03:53.944734+00:00,19937,17.750158
2026-05-12 03:03:53.971734+00:00,19964,16.159916
2026-05-12 03:03:54.140734+00:00,20133,13.5400095
2026-05-12 03:03:54.163734+00:00,20156,13.774488
2026-05-12 03:03:54.189734+00:00,20182,11.590008
2026-05-12 03:03:54.220734+00:00,20213,8.203204
2026-05-12 03:03:54.362734+00:00,20355,13.216512
2026-05-12 03:03:54.388734+00:00,20381,12.560109
2026-05-12 03:03:54.413734+00:00,20406,12.519967
2026-05-12 03:03:54.441734+00:00,20434,10.53415
2026-05-12 03:03:54.487734+00:00,20480,14.395413
2026-05-12 03:03:54.503734+00:00,20496,14.371361
2026-05-12 03:03:54.551734+00:00,20544,15.423534
2026-05-12 03:03:54.572734+00:00,20565,17.842632
2026-05-12 03:03:54.601734+00:00,20594,18.20155
2026-05-12 03:03:54.626734+00:00,20619,19.220179
2026-05-12 03:03:54.648734+00:00,20641,22.025082
2026-05-12 03:03:54.761734+00:00,20754,22.418234
2026-05-12 03:03:54.873734+00:00,20866,26.42346
2026-05-12 03:03:54.895734+00:00,20888,28.137302
2026-05-12 03:03:54.953734+00:00,20946,30.450666
2026-05-12 03:03:54.977734+00:00,20970,32.767853
2026-05-12 03:03:55.090734+00:00,21083,39.38764
2026-05-12 03:03:55.117734+00:00,21110,38.782024
2026-05-12 03:03:55.139734+00:00,21132,43.882454
2026-05-12 03:03:55.159734+00:00,21152,44.113144
2026-05-12 03:03:55.188734+00:00,21181,40.78858
2026-05-12 03:03:55.216734+00:00,21209,46.068222
2026-05-12 03:03:55.267734+00:00,21260,49.832584
2026-05-12 03:03:55.288734+00:00,21281,50.0108
2026-05-12 03:03:55.313734+00:00,21306,49.858948
2026-05-12 03:03:55.337734+00:00,21330,51.25855
2026-05-12 03:03:55.378734+00:00,21371,52.992867
2026-05-12 03:03:55.399734+00:00,21392,54.31789
2026-05-12 03:03:55.442734+00:00,21435,51.632015
2026-05-12 03:03:55.477734+00:00,21470,52.80649
2026-05-12 03:03:55.501734+00:00,21494,55.86119
2026-05-12 03:03:55.522734+00:00,21515,53.450916
2026-05-12 03:03:55.700734+00:00,21693,50.195087
2026-05-12 03:03:55.726734+00:00,21719,50.9798
2026-05-12 03:03:55.757734+00:00,21750,44.766857
